Agente;Tamaño (N×N);Suciedad (%);Suciedad inicial;Celdas limpiadas;Acciones totales;Rendimiento final
RandomAgent;8;0.8;51;8;74;0
RandomAgent;8;0.8;51;13;195;0
RandomAgent;8;0.8;51;28;444;0
RandomAgent;8;0.8;51;9;102;0
RandomAgent;16;0.1;25;0;0;0
RandomAgent;16;0.1;25;0;0;0
RandomAgent;16;0.1;25;0;2;0
RandomAgent;16;0.1;25;0;2;0
RandomAgent;16;0.1;25;0;1;0
RandomAgent;16;0.1;0;0;0;0
RandomAgent;16;0.1;25;0;3;0
RandomAgent;16;0.2;0;0;0;0
RandomAgent;16;0.2;51;0;0;0
RandomAgent;16;0.2;51;0;1;0
RandomAgent;16;0.2;51;0;0;0
RandomAgent;16;0.2;51;0;2;0
RandomAgent;16;0.2;51;0;0;0
RandomAgent;16;0.2;51;0;0;0
RandomAgent;16;0.2;51;0;2;0
RandomAgent;16;0.2;51;0;0;0
RandomAgent;16;0.2;51;0;0;0
RandomAgent;16;0.4;102;0;2;0
RandomAgent;16;0.4;102;0;0;0
RandomAgent;16;0.4;102;0;0;0
RandomAgent;16;0.4;102;1;2;0
RandomAgent;16;0.4;102;0;0;0
RandomAgent;16;0.4;0;0;0;0
RandomAgent;16;0.4;102;0;3;0
RandomAgent;16;0.4;102;0;9;0
RandomAgent;16;0.4;102;3;58;0
RandomAgent;16;0.4;102;3;58;0
RandomAgent;16;0.8;204;3;18;0
RandomAgent;16;0.8;204;0;3;0
RandomAgent;16;0.8;204;12;93;0
RandomAgent;16;0.8;204;0;2;0
RandomAgent;16;0.8;204;2;24;0
RandomAgent;16;0.8;204;2;22;0
RandomAgent;16;0.8;204;2;42;0
RandomAgent;16;0.8;204;2;18;0
RandomAgent;16;0.8;204;0;25;0
RandomAgent;16;0.8;204;12;91;0
RandomAgent;32;0.1;102;0;24;0
RandomAgent;32;0.1;102;0;18;0
RandomAgent;32;0.1;102;1;68;0
RandomAgent;32;0.1;102;0;49;0
RandomAgent;32;0.1;102;0;17;0
RandomAgent;32;0.1;102;3;102;0
RandomAgent;32;0.1;102;0;12;0
RandomAgent;32;0.1;102;0;19;0
RandomAgent;32;0.1;102;0;102;0
RandomAgent;32;0.1;102;0;20;0
RandomAgent;32;0.2;204;0;15;0
RandomAgent;32;0.2;204;0;100;0
RandomAgent;32;0.2;204;5;262;0
RandomAgent;32;0.2;204;1;15;0
RandomAgent;32;0.2;204;14;345;0
RandomAgent;32;0.2;204;15;331;0
RandomAgent;32;0.2;204;0;34;0
RandomAgent;32;0.2;204;2;96;0
RandomAgent;32;0.2;204;11;283;0
RandomAgent;32;0.2;204;5;178;0
RandomAgent;32;0.4;409;7;184;0
RandomAgent;32;0.4;409;24;493;0
RandomAgent;32;0.4;409;6;98;0
RandomAgent;32;0.4;409;8;184;0
RandomAgent;32;0.4;409;17;430;0
RandomAgent;32;0.4;409;3;66;0
RandomAgent;32;0.4;409;0;0;0
RandomAgent;32;0.8;819;0;0;0
RandomAgent;32;0.8;819;0;2;0
RandomAgent;32;0.8;819;0;2;0
RandomAgent;32;0.8;819;0;1;0
RandomAgent;32;0.8;0;0;0;0
RandomAgent;32;0.8;819;1;3;0
RandomAgent;32;0.8;0;0;0;0
RandomAgent;32;0.8;819;0;0;0
RandomAgent;32;0.8;819;1;1;0
RandomAgent;64;0.1;409;0;0;0
RandomAgent;64;0.1;409;0;2;0
RandomAgent;64;0.1;409;0;0;0
RandomAgent;64;0.1;409;0;0;0
RandomAgent;64;0.1;409;0;2;0
RandomAgent;64;0.1;409;0;0;0
RandomAgent;64;0.1;409;0;0;0
RandomAgent;64;0.1;409;0;2;0
RandomAgent;64;0.1;409;0;0;0
RandomAgent;64;0.1;409;0;0;0
RandomAgent;64;0.2;819;0;2;0
RandomAgent;64;0.2;819;0;0;0
RandomAgent;64;0.2;0;0;0;0
RandomAgent;64;0.2;819;0;3;0
RandomAgent;64;0.2;819;1;39;0
RandomAgent;64;0.2;819;2;27;0
RandomAgent;64;0.2;819;4;77;0
RandomAgent;64;0.2;819;0;3;0
RandomAgent;64;0.2;819;0;95;0
RandomAgent;64;0.2;819;1;47;0
RandomAgent;64;0.4;1638;1;42;0
RandomAgent;64;0.4;1638;0;18;0
RandomAgent;64;0.4;1638;0;25;0
RandomAgent;64;0.4;1638;2;25;0
RandomAgent;64;0.4;1638;4;90;0
RandomAgent;64;0.4;1638;1;18;0
RandomAgent;64;0.4;1638;1;22;0
RandomAgent;64;0.4;1638;2;96;0
RandomAgent;64;0.4;1638;0;17;0
RandomAgent;64;0.4;1638;1;24;0
RandomAgent;64;0.8;3276;12;90;0
RandomAgent;64;0.8;3276;2;19;0
RandomAgent;64;0.8;3276;4;25;0
RandomAgent;64;0.8;3276;11;98;0
RandomAgent;64;0.8;3276;1;15;0
RandomAgent;64;0.8;3276;3;20;0
RandomAgent;64;0.8;3276;11;100;0
RandomAgent;64;0.8;3276;18;257;0
RandomAgent;64;0.8;3276;4;22;0
RandomAgent;64;0.8;3276;42;348;0
RandomAgent;128;0.1;1638;3;341;0
RandomAgent;128;0.1;1638;0;29;0
RandomAgent;128;0.1;1638;1;103;0
RandomAgent;128;0.1;1638;5;266;0
RandomAgent;128;0.1;1638;0;181;0
RandomAgent;128;0.1;1638;2;183;0
RandomAgent;128;0.1;1638;3;500;0
RandomAgent;128;0.1;1638;3;102;0
RandomAgent;128;0.1;1638;4;185;0
RandomAgent;128;0.1;1638;6;434;0
RandomAgent;128;0.2;3276;0;31;0
RandomAgent;128;0.2;3276;0;0;0
RandomAgent;128;0.2;3276;0;0;0
RandomAgent;128;0.2;3276;0;2;0
RandomAgent;128;0.2;3276;0;2;0
RandomAgent;128;0.2;3276;0;1;0
RandomAgent;128;0.2;0;0;0;0
RandomAgent;128;0.4;6553;0;3;0
RandomAgent;128;0.4;0;0;0;0
RandomAgent;128;0.4;6553;0;2;0
RandomAgent;128;0.4;6553;0;0;0
RandomAgent;128;0.4;6553;1;2;0
RandomAgent;128;0.4;6553;0;0;0
RandomAgent;128;0.4;6553;0;0;0
RandomAgent;128;0.4;6553;0;3;0
RandomAgent;128;0.4;6553;0;0;0
RandomAgent;128;0.8;13107;1;2;0
RandomAgent;128;0.8;13107;0;0;0
RandomAgent;128;0.8;13107;0;0;0
RandomAgent;128;0.8;13107;0;2;0
RandomAgent;128;0.8;13107;0;0;0
RandomAgent;128;0.8;0;0;0;0
RandomAgent;128;0.8;13107;0;3;0
RandomAgent;128;0.8;13107;2;4;0
RandomAgent;128;0.8;13107;4;34;0
RandomAgent;128;0.8;13107;5;27;0
YourNameAgent;2;0.1;0;0;0;0
YourNameAgent;2;0.1;0;0;0;0
YourNameAgent;2;0.1;0;0;0;0
YourNameAgent;2;0.1;0;0;0;0
YourNameAgent;2;0.1;0;0;0;0
YourNameAgent;2;0.1;0;0;0;0
YourNameAgent;2;0.1;0;0;0;0
YourNameAgent;2;0.1;0;0;0;0
YourNameAgent;2;0.1;0;0;0;0
YourNameAgent;2;0.1;0;0;0;0
YourNameAgent;2;0.2;0;0;0;0
YourNameAgent;2;0.2;0;0;0;0
YourNameAgent;2;0.2;0;0;0;0
YourNameAgent;2;0.2;0;0;0;0
YourNameAgent;2;0.2;0;0;0;0
YourNameAgent;2;0.2;0;0;0;0
YourNameAgent;2;0.2;0;0;0;0
YourNameAgent;2;0.2;0;0;0;0
YourNameAgent;2;0.2;0;0;0;0
YourNameAgent;2;0.2;0;0;0;0
YourNameAgent;2;0.4;1;1;1;0
YourNameAgent;2;0.4;1;1;6;0
YourNameAgent;2;0.4;1;1;5;0
YourNameAgent;2;0.4;1;1;5;0
YourNameAgent;2;0.4;1;1;6;0
YourNameAgent;2;0.4;1;1;5;0
YourNameAgent;2;0.4;1;1;6;0
YourNameAgent;2;0.4;1;1;1;0
YourNameAgent;2;0.4;1;1;5;0
YourNameAgent;2;0.4;1;1;5;0
YourNameAgent;2;0.8;3;3;8;0
YourNameAgent;2;0.8;3;3;8;0
YourNameAgent;2;0.8;3;3;8;0
YourNameAgent;2;0.8;3;3;7;0
YourNameAgent;2;0.8;3;3;7;0
YourNameAgent;2;0.8;3;3;8;0
YourNameAgent;2;0.8;3;3;8;0
YourNameAgent;2;0.8;3;3;8;0
YourNameAgent;2;0.8;3;3;8;0
YourNameAgent;2;0.8;3;3;8;0
YourNameAgent;4;0.1;1;1;1;0
YourNameAgent;4;0.1;1;1;13;0
YourNameAgent;4;0.1;1;1;13;0
YourNameAgent;4;0.1;1;1;9;0
YourNameAgent;4;0.1;1;1;10;0
YourNameAgent;4;0.1;1;1;7;0
YourNameAgent;4;0.1;1;1;19;0
YourNameAgent;4;0.1;1;1;20;0
YourNameAgent;4;0.1;1;1;17;0
YourNameAgent;4;0.1;1;1;4;0
YourNameAgent;4;0.2;3;3;18;0
YourNameAgent;4;0.2;3;3;21;0
YourNameAgent;4;0.2;3;3;19;0
YourNameAgent;4;0.2;3;3;21;0
YourNameAgent;4;0.2;3;3;20;0
YourNameAgent;4;0.2;3;3;6;0
YourNameAgent;4;0.2;3;3;22;0
YourNameAgent;4;0.2;3;3;19;0
YourNameAgent;4;0.2;3;3;18;0
YourNameAgent;4;0.2;3;3;20;0
YourNameAgent;4;0.4;6;6;24;0
YourNameAgent;4;0.4;6;6;25;0
YourNameAgent;4;0.4;6;6;23;0
YourNameAgent;4;0.4;6;6;23;0
YourNameAgent;4;0.4;6;6;23;0
YourNameAgent;4;0.4;6;6;25;0
YourNameAgent;4;0.4;6;6;23;0
YourNameAgent;4;0.4;6;6;25;0
YourNameAgent;4;0.4;6;6;25;0
YourNameAgent;4;0.4;6;6;25;0
YourNameAgent;4;0.8;12;12;30;0
YourNameAgent;4;0.8;12;12;31;0
YourNameAgent;4;0.8;12;12;31;0
YourNameAgent;4;0.8;12;12;31;0
YourNameAgent;4;0.8;12;12;30;0
YourNameAgent;4;0.8;12;12;31;0
YourNameAgent;4;0.8;12;12;31;0
YourNameAgent;4;0.8;12;12;31;0
YourNameAgent;4;0.8;12;12;31;0
YourNameAgent;4;0.8;12;12;30;0
YourNameAgent;8;0.1;6;6;54;0
YourNameAgent;8;0.1;6;6;54;0
YourNameAgent;8;0.1;6;6;76;0
YourNameAgent;8;0.1;6;6;65;0
YourNameAgent;8;0.1;6;6;73;0
YourNameAgent;8;0.1;6;6;72;0
YourNameAgent;8;0.1;6;6;77;0
YourNameAgent;8;0.1;6;6;76;0
YourNameAgent;8;0.1;6;6;74;0
YourNameAgent;8;0.1;6;6;37;0
YourNameAgent;8;0.2;12;12;82;0
YourNameAgent;8;0.2;12;12;79;0
YourNameAgent;8;0.2;12;12;83;0
YourNameAgent;8;0.2;12;12;70;0
YourNameAgent;8;0.2;12;12;82;0
YourNameAgent;8;0.2;12;12;82;0
YourNameAgent;8;0.2;12;12;82;0
YourNameAgent;8;0.2;12;12;73;0
YourNameAgent;8;0.2;12;12;82;0
YourNameAgent;8;0.2;12;12;72;0
YourNameAgent;8;0.4;25;25;94;0
YourNameAgent;8;0.4;25;25;95;0
YourNameAgent;8;0.4;25;25;95;0
YourNameAgent;8;0.4;25;25;92;0
YourNameAgent;8;0.4;25;25;93;0
YourNameAgent;8;0.4;25;25;92;0
YourNameAgent;8;0.4;25;25;95;0
YourNameAgent;8;0.4;25;25;96;0
YourNameAgent;8;0.4;25;25;96;0
YourNameAgent;8;0.4;25;2;6;0
YourNameAgent;8;0.8;51;0;1;0
YourNameAgent;8;0.8;51;0;0;0
YourNameAgent;8;0.8;51;6;15;0
YourNameAgent;8;0.8;51;6;13;0
YourNameAgent;8;0.8;51;4;13;0
YourNameAgent;8;0.8;51;6;14;0
YourNameAgent;8;0.8;51;7;17;0
YourNameAgent;8;0.8;51;4;9;0
YourNameAgent;8;0.8;51;5;15;0
YourNameAgent;8;0.8;51;6;17;0
YourNameAgent;16;0.1;25;1;25;0
YourNameAgent;16;0.1;25;0;1;0
YourNameAgent;16;0.1;25;2;28;0
YourNameAgent;16;0.1;25;1;9;0
YourNameAgent;16;0.1;25;0;10;0
YourNameAgent;16;0.1;25;1;27;0
YourNameAgent;16;0.1;25;0;20;0
YourNameAgent;16;0.1;25;1;18;0
YourNameAgent;16;0.1;25;1;4;0
YourNameAgent;16;0.1;25;3;18;0
YourNameAgent;16;0.2;51;3;22;0
YourNameAgent;16;0.2;51;4;20;0
YourNameAgent;16;0.2;51;3;22;0
YourNameAgent;16;0.2;51;5;27;0
YourNameAgent;16;0.2;51;8;43;0
YourNameAgent;16;0.2;51;4;19;0
YourNameAgent;16;0.2;51;4;21;0
YourNameAgent;16;0.2;51;4;24;0
YourNameAgent;16;0.2;51;3;18;0
YourNameAgent;16;0.2;51;4;15;0
YourNameAgent;16;0.4;102;7;21;0
YourNameAgent;16;0.4;102;4;19;0
YourNameAgent;16;0.4;102;11;50;0
YourNameAgent;16;0.4;102;3;23;0
YourNameAgent;16;0.4;102;6;26;0
YourNameAgent;16;0.4;102;7;26;0
YourNameAgent;16;0.4;102;4;16;0
YourNameAgent;16;0.4;102;4;14;0
YourNameAgent;16;0.4;102;7;25;0
YourNameAgent;16;0.4;102;16;62;0
YourNameAgent;16;0.8;204;12;26;0
YourNameAgent;16;0.8;204;5;14;0
YourNameAgent;16;0.8;204;10;23;0
YourNameAgent;16;0.8;204;13;32;0
YourNameAgent;16;0.8;204;29;64;0
YourNameAgent;16;0.8;204;7;16;0
YourNameAgent;16;0.8;204;8;18;0
YourNameAgent;16;0.8;204;13;30;0
YourNameAgent;16;0.8;204;32;70;0
YourNameAgent;16;0.8;204;21;48;0
YourNameAgent;32;0.1;102;10;78;0
YourNameAgent;32;0.1;102;4;66;0
YourNameAgent;32;0.1;102;5;76;0
YourNameAgent;32;0.1;102;7;77;0
YourNameAgent;32;0.1;102;16;170;0
YourNameAgent;32;0.1;102;9;83;0
YourNameAgent;32;0.1;102;1;15;0
YourNameAgent;32;0.1;102;7;84;0
YourNameAgent;32;0.1;102;11;83;0
YourNameAgent;32;0.1;102;11;85;0
YourNameAgent;32;0.2;204;16;86;0
YourNameAgent;32;0.2;204;11;84;0
YourNameAgent;32;0.2;204;15;84;0
YourNameAgent;32;0.2;204;11;83;0
YourNameAgent;32;0.2;204;23;85;0
YourNameAgent;32;0.2;204;17;84;0
YourNameAgent;32;0.2;204;7;38;0
YourNameAgent;32;0.2;204;17;94;0
YourNameAgent;32;0.2;204;19;122;0
YourNameAgent;32;0.2;204;17;85;0
YourNameAgent;32;0.4;409;24;88;0
YourNameAgent;32;0.4;409;23;85;0
YourNameAgent;32;0.4;409;31;92;0
YourNameAgent;32;0.4;409;31;97;0
YourNameAgent;32;0.4;409;22;97;0
YourNameAgent;32;0.4;409;31;104;0
YourNameAgent;32;0.4;409;0;1;0
YourNameAgent;32;0.4;409;0;0;0
YourNameAgent;32;0.4;409;0;0;0
YourNameAgent;32;0.4;409;6;14;0
YourNameAgent;32;0.8;819;6;13;0
YourNameAgent;32;0.8;819;0;0;0
YourNameAgent;32;0.8;819;5;13;0
YourNameAgent;32;0.8;819;5;13;0
YourNameAgent;32;0.8;819;11;26;0
YourNameAgent;32;0.8;819;7;16;0
YourNameAgent;32;0.8;819;8;18;0
YourNameAgent;32;0.8;819;12;27;0
YourNameAgent;32;0.8;819;1;1;0
YourNameAgent;32;0.8;819;0;0;0
YourNameAgent;64;0.1;409;3;37;0
YourNameAgent;64;0.1;409;1;10;0
YourNameAgent;64;0.1;409;2;28;0
YourNameAgent;64;0.1;409;1;21;0
YourNameAgent;64;0.1;409;4;18;0
YourNameAgent;64;0.1;409;0;4;0
YourNameAgent;64;0.1;409;3;18;0
YourNameAgent;64;0.1;409;1;21;0
YourNameAgent;64;0.1;409;2;20;0
YourNameAgent;64;0.1;409;1;21;0
YourNameAgent;64;0.2;819;2;17;0
YourNameAgent;64;0.2;819;1;9;0
YourNameAgent;64;0.2;819;1;7;0
YourNameAgent;64;0.2;819;8;36;0
YourNameAgent;64;0.2;819;2;18;0
YourNameAgent;64;0.2;819;8;46;0
YourNameAgent;64;0.2;819;3;18;0
YourNameAgent;64;0.2;819;3;15;0
YourNameAgent;64;0.2;819;3;20;0
YourNameAgent;64;0.2;819;4;19;0
YourNameAgent;64;0.4;1638;6;23;0
YourNameAgent;64;0.4;1638;8;27;0
YourNameAgent;64;0.4;1638;15;51;0
YourNameAgent;64;0.4;1638;9;27;0
YourNameAgent;64;0.4;1638;3;16;0
YourNameAgent;64;0.4;1638;5;14;0
YourNameAgent;64;0.4;1638;5;25;0
YourNameAgent;64;0.4;1638;6;23;0
YourNameAgent;64;0.4;1638;17;64;0
YourNameAgent;64;0.4;1638;3;13;0
YourNameAgent;64;0.8;3276;10;23;0
YourNameAgent;64;0.8;3276;15;32;0
YourNameAgent;64;0.8;3276;9;21;0
YourNameAgent;64;0.8;3276;24;58;0
YourNameAgent;64;0.8;3276;9;18;0
YourNameAgent;64;0.8;3276;12;30;0
YourNameAgent;64;0.8;3276;16;36;0
YourNameAgent;64;0.8;3276;15;33;0
YourNameAgent;64;0.8;3276;34;78;0
YourNameAgent;64;0.8;3276;38;91;0
YourNameAgent;128;0.1;1638;8;83;0
YourNameAgent;128;0.1;1638;9;86;0
YourNameAgent;128;0.1;1638;0;15;0
YourNameAgent;128;0.1;1638;0;0;0
YourNameAgent;128;0.1;1638;12;215;0
YourNameAgent;128;0.1;1638;4;52;0
YourNameAgent;128;0.1;1638;5;46;0
YourNameAgent;128;0.1;1638;8;83;0
YourNameAgent;128;0.1;1638;8;84;0
YourNameAgent;128;0.1;1638;7;84;0
YourNameAgent;128;0.2;3276;11;84;0
YourNameAgent;128;0.2;3276;10;84;0
YourNameAgent;128;0.2;3276;16;84;0
YourNameAgent;128;0.2;3276;14;84;0
YourNameAgent;128;0.2;3276;7;84;0
YourNameAgent;128;0.2;3276;19;78;0
YourNameAgent;128;0.2;3276;3;26;0
YourNameAgent;128;0.2;3276;11;86;0
YourNameAgent;128;0.2;3276;21;152;0
YourNameAgent;128;0.2;3276;14;84;0
YourNameAgent;128;0.4;6553;28;86;0
YourNameAgent;128;0.4;6553;27;87;0
YourNameAgent;128;0.4;6553;27;85;0
YourNameAgent;128;0.4;6553;24;86;0
YourNameAgent;128;0.4;6553;28;88;0
YourNameAgent;128;0.4;6553;24;83;0
YourNameAgent;128;0.4;6553;0;1;0
YourNameAgent;128;0.4;6553;0;0;0
YourNameAgent;128;0.4;6553;0;0;0
YourNameAgent;128;0.4;6553;4;14;0
YourNameAgent;128;0.8;13107;6;13;0
YourNameAgent;128;0.8;13107;0;0;0
YourNameAgent;128;0.8;13107;7;14;0
YourNameAgent;128;0.8;13107;6;14;0
YourNameAgent;128;0.8;13107;12;26;0
YourNameAgent;128;0.8;13107;0;0;0
YourNameAgent;128;0.8;13107;7;15;0
YourNameAgent;128;0.8;13107;9;18;0
YourNameAgent;128;0.8;13107;13;29;0
YourNameAgent;128;0.8;13107;0;0;0
